QuickThenInsert @ 30,QuickThenInsert @ 50,QuickThenInsert @ 70,QuickThenInsert @ 90
3975056438,3322349348,3330276786,3728650119
2234753154,2051373065,2060829038,2612264618
2243926875,2171669183,2205278840,2658800473
2167836038,2091533529,2092394840,2436604211
2267660257,2060272755,2100945023,2622378224
2114195079,2084173690,2051825123,2504464912
2520388368,2274294189,2041804678,2436466379
2386420078,2120449910,2069396844,2586868731
2401197833,2023441848,2132484423,2624777690
2326780894,2215707160,2114819823,2637016250
3487420488,2445523942,2340990592,2638516408
2483310613,2039666109,2097586118,2665279328
2418337616,2120536416,2264741856,2653035670
2305302429,2127220834,2147892817,2615757629
2542888895,2115983781,2105516616,2666481083
2400809376,2145415592,2154235072,2510554015
2325413851,2128120304,2076230354,2685093313
2101032294,1969095825,1938975565,2440179999
2277330355,2166688802,2111198826,2625585174
2319227833,2080775714,2168291751,2584558884
2359673378,2067521405,2120628631,2798953747
2102683474,2114246155,2093417263,2563412516
2498183922,2220738843,2033172011,2445294051
2469110735,2157743018,2089457066,2705632819
2290194722,2028389464,2061993804,2668944457
2256124778,2149720570,2043134024,2788677233
3347821101,2441088297,2229182411,2557244408
2438110630,2037192748,2153243983,2782112952
2310540874,2206011226,2228138520,2653315148
2275003951,2196980423,2158167553,2775565225
2310594691,2086563887,2056373048,2732690102
2338774367,2204931697,2168310403,2597377060
2348097153,1883120369,1958495401,2981673327
2190963790,2013622739,2073723340,3079638365
2400079387,2415601216,2294591114,3807709464
2947825290,2941358245,3006488639,3843069368
2818032083,2546701863,2319884590,3216509066
2350625551,2310343078,2222283769,3294458586
2137828141,2246772724,2232889944,3289895044
2145082547,2153258416,2228041980,2798820619
2231752469,2296841858,2148654702,3113298398
2300827579,2186253581,2172597800,3105809265
2078244212,2175796739,2021268843,2882830647
2068254543,2153878412,2126945200,3151464753
2110309957,2114148245,2120842983,2981702152
2186858526,2121988424,2160213838,3075725409
2152165159,2129685662,2017141768,2920975227
2155050792,2192374123,2197368166,2881605310
2287365278,2171225348,2192959081,2743574750
2322120386,2303855943,2361630122,3039523689
2281604915,2326967615,2172428210,2851579949
2234572668,2132914797,2244793573,2774982142
2147688388,2388242133,2239499431,2726745638
2236954458,2065022492,2152880214,2916433404
2274315542,2235974309,2084741895,2879968987
2347164168,2145670752,2083559487,2963481917
2189751336,2103454334,2081919559,2880473463
2401715140,2098739761,2218674474,2940128272
2276844217,2214959033,2163230108,2670125484
2406937624,2127840924,2066068417,2980412061
2292086800,2079099054,2215018673,2987344571
2574227935,2259467266,2301931744,2937409129
2255659341,2307817214,2252903826,2576768571
2999071333,2136190759,2145310574,2299768723
2979850602,2154709236,2170536761,2386316493
3004811368,2093675410,2270198960,2164284991
3035375095,2115256551,2165787437,2305010621
2942785032,2186682056,2179295732,2155171849
2919479849,2179837505,2256881419,2232119179
3059069598,2086613238,2259673834,2288495263
2988675638,2110256979,2058340426,2269628890
2886586053,2032463246,2088025092,2140964554
2944577796,2159672673,2078204366,2309178011
2993699652,2234679382,2264341286,2214756208
2965752779,2059241229,2106703273,2412893692
2964326954,2009837654,2179785478,2393751984
3164327141,2288485685,2270984845,2308583017
2985879284,2082439317,2430407353,2435496435
2191887312,1661876951,1752525431,2181315868
2654000747,2033472062,2128434599,2195490102
2809730875,2144416249,2402454254,2323055748
3805903900,2830411934,2946102519,2833860352
3702010423,2762257510,2449360572,2394663008
3371793431,2194565300,2266995077,2230420987
3346072916,2146338108,2207385120,2185055760
3187472380,2191780318,2248436794,2367368222
2840684390,2065070475,2433956682,2362666493
2966732906,2135990262,2237725633,2273840851
2784584728,2048716755,2324855095,2327655145
2794568555,2103302482,2018085002,2425680220
2875808651,1992120069,2050561963,2179543684
2890947723,2037451603,2123209007,2348371180
2912318656,2064980712,2172888819,2137604627
2927016857,2016754548,2158050281,2436705261
2633600807,2275956404,2145627502,2558063424
2499909995,2064457901,2072339359,2532910782
2460079350,2123968055,2151004767,2556446329
2386167905,2154851456,2019182205,2564415566
2445612047,2083936349,2191136802,2460697489
2392632509,2079650154,2068544582,2359765585
2424324656,2017409786,2087225345,2516107030
2542967111,2150352317,2059766450,2297221743
2382897982,2070390059,2071633720,2482441844
2446194623,2033014278,2155249544,2481634435
2631325037,2099297931,3073282359,2954744519
2244100439,1920355323,2031030140,2596711116
2494536996,2256104887,2191639171,2630140731
2590812810,2188072942,2056840912,2427607546
2446864539,2128081271,2073219957,2668581089
2374940908,2056956953,2118564451,2603803366
2644144901,2127018962,1931965427,2340331039
2637617624,1990400650,2005994056,2142780627
2717381281,2093843724,2163486783,2384324462
2695107213,2156804807,2140701570,2249388482
2697536162,1993689889,2109209473,2316533653
2426731036,2056588353,2073284075,2209576943
2696739316,2180849534,2032211589,2114280251
2685709962,2140608593,2183723480,2350299641
2706935585,1944552087,2082224131,2346450454
2716120897,2165238935,2105153734,2371404824
3457254248,2771837311,2446026919,2608203666
2595417737,2124899000,2064813364,2344232491
2770160147,2114459335,2111141271,2415469213
2558391044,2101034552,2207237996,2494634265
2711387863,2179152958,2147624044,2534170573
2393292429,2099768932,2170403528,2494515394
2932298128,2059988424,1960080788,2232727455
2788972101,1934347916,2024421412,1915425555
2962772699,2019726393,2188104696,2182654069
2855077709,2147603250,2096692987,2085179279
2805880391,1996267492,2076988816,2188607368
2779918440,1969981591,2016397682,2037386691
2891757711,2175960422,2161618478,2155099965
2865321762,2143747108,2085949602,2007194635
2793743302,1967530668,2058745561,1943137628
2722352463,2188346847,2068559688,2159724785
3078556553,3092790759,2457273590,2264372668
3034863574,2131960678,2070996276,2164828268
3146626277,2192293155,2189535215,2240021326
2826366165,2091762017,2121229697,2080383995
3053935039,2063756455,2053978519,2124709942
2218612448,2206440057,2239855310,3064994089
2164282077,2247902941,2129762923,3051296070
2262970807,2291716390,2123210149,2921650719
2200560128,2106066642,2233300703,2751480885
2165211106,2358833615,2198077205,2867995316
2168542946,2164935962,2211937328,2926452360
2232604176,2309808005,2230079605,2751355848
2350300602,2209185046,2250779270,2900495666
2185595247,2140075888,2204051161,2889075769
2255243340,2111638754,2256309875,2926471275
2276637883,2248052309,2263358524,2929521301
2144843935,2079539642,2365188109,2985051537
2123505619,2165921848,2285420080,3068691903
2151548838,2272465897,2264080181,2934020346
1965234483,2154954242,2192841324,2635650926
2176348477,2055236474,2157477711,2803565204
2072315017,1694540155,1779229874,1844094791
2900798859,2154037997,2060985783,2193151980
2964590364,2362998985,2329921075,2749859388
3544405747,2867746740,2944855891,3560405506
3275114220,2720269253,2372131508,2610888551
2864434080,2252464334,2242351831,2424635439
3010012866,2213980998,2195193375,2440566984
2957604379,2175899719,2104792457,2163639032
2793026332,2203272470,2214829418,2061546155
3150785146,2089973134,2182223650,2088613020
3100931122,2060265935,2275491904,2214197428
2969322264,2115394518,2139407457,2257978703
3043185791,1985097669,2156607736,2366031921
2872911153,2072835356,2021183403,2433055267
2931001067,2087430368,2277219275,2250495568
2856006762,2042973970,2177659297,2516342618
2903511437,2152358841,2128941095,2493950527
2918929740,2313795886,2262753576,2435422176
2867489581,2096024645,2226756639,2269803700
2901882305,2088414582,2121788029,2377401471
2764151058,2162077923,2222658445,2257127207
2833254723,2144724415,2171667236,2336451457
2944632621,2082017372,2265586522,2357328024
2835924832,2102471647,2030659476,2342550577
2788707853,2105875647,2061246472,2322356190
2875865815,2170990975,2133631631,2447695277
2896674303,2259971699,2272787625,2328746651
2831336892,2071208756,2075134103,2453630437
2908009525,2041585978,2132275907,2711412883
2865905004,2300010092,2257939986,2647020412
2491731072,2221337817,2270043764,2558636163
2430188890,2094119754,2099349658,2712163601
2505342670,2383586618,2270374844,2749935412
2444026486,2168886223,2185891662,2751427564
2398106738,2060887849,2220547201,2691060630
2305165052,2331261229,2085792737,2680483233
2389073714,2185277216,2207897638,2759650723
2399519068,2291091826,2121060184,2725552481
2399686525,2220915432,2091860561,2746549383
2359367487,2122184858,2123137104,2759866180
2423768473,2037515304,2258448268,2888974450
2452349455,2298567551,2342454289,2807509541
2369890494,2160002683,2097523569,3060992700
2170620896,2101216387,2249005812,3038877246
2412053342,2147083507,2264029372,3042847076
2210311186,2397613945,2291903720,2860737192
2168707341,1837716218,1910781161,2751350101
2311099639,2089542284,2079878354,2839309895
2463003381,2378660026,2278566113,3454915174
3002046969,3060987506,2917638797,3755163029
3168861949,2487687019,2311542376,3164245516
2423378685,2322548960,2274900304,3077391952
2378325205,2229751129,2243530443,2969787040
2283174604,2194656396,2324276691,2685847051
2444132641,2250983124,2174830472,2846668161
2425668634,2124565704,2211652206,2682386533
2413291934,2102200354,2251635391,2767181413
2207840092,2174107446,2160102290,2952564817
2369914875,2146199548,2078529027,2804150136
2386533714,2155217480,2060014923,2793521911
2295920761,2125435907,2129212242,2764163136
2215851751,2211815397,2177412082,2811786767
2211866628,1817046911,1693016490,2501420693
2443540125,2028002222,2113500667,2815285694
2594213675,2361971302,2195455466,3174653682
3076592880,3027674918,2896654323,3489961476
3308004335,2661706417,2365642859,3209783715
2580887440,2408999394,2291115493,3170503563
2397306304,2231982857,2194024765,3105987123
2308416446,2224434813,2337219397,2707602806
2334041586,2246565373,2136854445,3061238611
2322283609,2075901008,2260025559,2910832226
2282221790,2059012246,2191983973,2913778338
2179567851,2218942542,2174920295,2973625335
2235661275,2087008901,2152244647,2925606628
2257720471,2149396402,2152586768,3031963890
2261404491,2281842286,2055912629,3006022776
2114243397,2130631736,2222013283,2972051373
2150076414,1735213166,1727899668,2434616913
2513265583,2049436771,2096643119,2506397239
2753884603,2285128530,2377882987,2800098113
3491697651,3062287469,2914161474,3490910144
3405516015,2701173862,2226643693,3115605256
2633870553,2330754379,2312147963,2946103029
2529130994,2253353304,2213554293,2918469863
2435472991,2255834166,2290908044,2642564786
2588161491,2270287263,2218388143,2995816818
2343252473,2131583313,2232150341,2781034484
2354393096,2011441309,2168324014,2689125986
2165623334,2154791120,2087342380,2879512451
2334243507,2028447501,2105338015,2726408615
2558796645,2118900843,2148838674,2982716772
2295073276,2187235632,2090164725,2862723055
2220098545,2248958125,2184153133,2926624947
2662745220,2155167168,2109371947,2558311143
2280159743,2197605610,2108578139,2248787942
2234830339,2272752940,2122180835,2561941228
2422266804,2254107423,2255750738,2271291596
2330092950,2185535553,2261567330,2099505558
2219813405,2258683729,2209730507,2492576892
2220335165,2260584454,2233888882,2372834515
2463926858,2153104036,2150734577,2272997301
2412470466,2235355642,2135430289,2259176511
2562643712,2176451110,2166805376,2274862506
2523549533,2311802227,2358670399,2418811094
2389326016,2202908161,2167468643,2272835918
2396954984,2161812027,2122494710,2327385403
2407348993,2268585308,2127679177,2019434458
1952835431,1905064906,1932850025,1868749150
4263939692,3348522568,3246910431,3444668943
4623574784,3366581889,3295427075,3122294880
3706588331,2401414051,2138010041,2073640646
2516361085,2172481141,2231693977,2176758362
2595740006,2229059133,2190167463,2183824050
2485609307,2305136156,2207153902,2136439387
2642142126,2257137659,2211231555,2120630659
2473565115,2227470766,2215463494,2147606823
2725435959,2255353732,2128512809,2178470487
2450966621,2085225044,2197312326,2203054056
2706012842,2336770968,2224341877,2079741851
2427646733,2279789090,2224442511,2140927402
2586702734,2438147589,2422341472,2300735016
2595769528,2365364044,2257625409,2122562483
2378814932,2377434681,2214199949,2175192592
2341337701,2336123178,2227678576,2183153107
2262972785,2164962760,2163364717,2841237481
3560640926,3428943266,3204591700,4420312906
3737001092,3324259184,3219744075,4704454375
3650307822,3184408742,3355839227,3797470442
1829956316,1687434459,1780986794,4203197411
4076912527,3249103528,3261669925,4506997789
3983644449,3272191787,3249902410,4481167697
3980604490,3365271921,3473566438,4656072135
3751013068,3395192587,3542587735,4652319716
3616814614,3536292158,3465320090,4452331996
3787783166,3275148692,3338141062,4657058142
3706909026,3446467568,3147849408,4321194868
4059809758,3421467498,3443356473,4646837622
4005232054,3258377085,3402851311,4436676588
3987903846,3473362836,3438834840,4521951625
3407783797,3231000409,3360272241,4441104329
3862861567,3331469212,3331148088,3707047937
2493833116,2129381379,2075425476,2619439314
2326063892,2172299021,2245243930,2565932167
2226775390,2195249345,2138847147,2570879921
2401028782,2258053171,2182137691,2509086170
2310698095,2313429306,2160219623,2379981723
2355273904,2234442459,2193639931,2557957517
2189150350,2136182573,2132466615,2335703477
2174475143,2137533465,2143755550,2627271931
2302197555,2367187477,2146797021,2307267302
2357292340,2166314086,2220358735,2474826451
2440226092,2476273017,2362356947,2753452083
2436393998,2351993163,2096295751,2519100898
2405129493,2320110053,2187773716,2639197073
2294287815,2291476503,2160306803,2109187417
2653182335,2184371908,2121513404,2648319022
2527054418,2270456016,2236142363,2628953873
2546822134,2167755923,2161786796,2625240932
2618088938,2013164217,2158763506,2546604566
2595249531,2275135863,2224699270,2588986067
2527764004,2214355770,2240431869,2712083443
2508814770,2273398377,2111179578,2671464563
2500049923,2193702146,2090209917,2599641516
2388809285,2182428312,2077889710,2716615726
2533336498,2042929687,2181992907,2742714327
2508352661,2269672028,2186679459,2605413813
2434256952,2087923012,1991813040,2623929711
2450206339,2008222844,2147221922,2707781700
2827225016,2397792630,2266543644,2796254948
2505142777,2168393536,2279329960,2447749417
2166302782,1739823617,1915553713,2596223532
2296958926,2015946188,2091745286,2501708385
2664221084,2340654812,2282916660,2924334974
3436382522,3123844657,2730645261,3413411885
3437482519,2526393845,2311838601,2983142697
2572622239,2346817585,2254557096,2857574604
2527250087,2209205324,2142491011,2786900654
2657319000,2292459525,2278672788,2543379840
2588825860,2221844192,2193908779,2735684091
2529607282,2136233116,2189332641,2670817416
2453390362,1939734034,2181388160,2528688479
2477044274,2249996878,2071623618,2725177338
2543070652,2093749480,2105412629,2564329887
2716369032,2093221463,2119648324,2717226246
2582451693,2163204013,2173269236,2539405410
2497429506,2208450294,2211372677,2683836320
2551107896,2092457089,2034855873,2370202950
2518280851,2014717867,2068069385,2334501555
2736470065,2145421771,2216659296,2468886285
2539565814,2130161011,2030679231,2527657601
2536909002,2123278729,2195616108,2301149936
2400772621,2066737486,2083186357,2307125959
2575004778,2037661428,2084586268,2436101051
2606824954,2114157812,2093541786,2231996398
2456304026,2023524994,2136209120,2471895914
2525909335,2045803806,2171773886,2397961784
2736377711,2013939899,2837707465,3111161391
2254352137,1921814900,2028826825,2455764290
2707521875,2310346515,2193636463,2557815451
2705694718,2195278519,2054088101,2406287827
2588555024,2129439703,2117417548,2427370648
2653782501,2094762185,2066761968,2487549027
2481346635,2027665395,1978961707,2475382390
2471855628,2018161257,2023961736,2327662939
2611103633,2155048033,2115423602,2516974473
2376273731,2059229162,2189057918,2402598558
2449118923,2001291716,1955276773,2450072638
2312743793,2129994782,2124709930,2367741124
2556667945,2206072270,2047432887,2180621304
2669376670,2096585777,2180693951,2402963025
2506145773,1977607423,2143952415,2466306136
2499802094,2168203823,2098354783,2502956540
3413677391,2400220475,2440561726,2489270513
2596003988,2069123578,2121833005,2590339950
2503387190,2121934700,2159789250,2631843145
2450691885,2148559033,2165757610,2543042391
2510352141,2060209226,2126676910,2379449936
2531691563,2185705931,2182035643,2377299289
2262648245,2001452466,1999043305,2414223023
2378082324,2180430240,2097989442,2436273287
2419574621,2153647934,2124200729,2332791028
2267022401,2129004470,2195845348,2590227327
2273570269,2068483174,2101918238,2441695458
2521164060,2291363604,2089013481,2342200441
2663650794,2078825812,2109596001,2560255151
2433450542,1943096321,2166107811,2482367912
2434115063,2137716310,2026769413,2593847088
3490096665,2280701116,2340314604,2524774434
2493050252,2071728747,2076065929,2435084745
2585926606,2088958756,2133165974,2533754154
2476268747,2055454638,2076086724,2360320884
2731212970,2050093512,2124843771,2291039151
2581079311,2166604074,2219384680,2366583391
2347601534,2194650310,2223673884,3004449092
2278823244,2167266374,2181063414,2839046061
2341391019,2158004086,2089375977,2803555091
2386850836,2079508014,2147263725,2802121484
2292317250,2325101031,2098428421,2783564793
2236653123,2161958654,2172350252,2841907162
2323791554,2288303078,2084006923,2792470639
2305747895,2183971933,2119936951,2894371569
2235177643,2184256208,2106846523,2760822837
2399953011,2023904831,2049651597,2655522762
2409077161,2260066113,2216077346,2573669471
2512262170,2091664063,2101474163,2860352869
2475481135,2137598424,2224328503,2619739272
2653035544,2343692756,2318558233,2746084302
2501581048,2315012918,2277461686,2520920821
2518561992,1975492056,2053643318,2541138630
2053203316,1615790620,1855269925,1873194221
2847234085,2154766457,1990459350,1996809802
3207342741,2277126337,2405208202,2197262361
3956349892,2939115098,3019632249,3096952630
3688182680,2749241322,2436654910,2626520580
3280548464,2118699458,2330096812,2339492781
3106487875,2165358710,2121635091,2293376641
3103951775,2147174489,2170372005,2496654692
2730601265,2123730857,2102564414,2192973349
3051533892,2067962802,2175270935,2137984482
3010621473,1987867566,2170739953,2076895285
3005806658,2075175063,2073013943,2145831473
3172410113,1995715031,2141828745,2139637706
3051033976,2047935299,2100596115,2195351653
3188153808,2014753818,2219097353,1988124590
3017403838,2030738809,2268447029,2237268602
2948548829,2154382710,2189466632,2296420659
2966704826,2177209325,2219940986,2170473647
2895822812,2110076617,2097831825,2098314689
2858540701,2283564795,2047157866,2146904661
2869427973,2291863347,2391401723,2122638917
2946169206,2146674546,2127066478,2274614901
3156725585,2067549055,2280974477,2181341043
2952180326,2087654388,2135391485,2026847622
3013738860,2220631816,2188477760,2193163981
2956341121,2344357189,2117391244,2187733960
2965306736,2347147305,2160343486,2185683575
2868433208,2219740729,2098791733,2126636860
3011891574,2171221478,2110971746,2255682799
3065745392,2482972941,2195839351,2196909084
3270778779,2088041780,2360731769,2266655902
2496101476,2208448296,2065524778,2533368839
2266813605,2134695006,2004936000,2439740340
2455782787,2240896532,2237072118,2661428813
2317518293,2130421601,2056586733,2820236446
2189286250,2121517500,2030008211,2659574660
2240783174,2056208745,2102798390,2555112317
2270445962,2121882689,2149683315,2604823361
2327739873,2099865321,2068933543,2453163820
2213919194,2037619378,2055561377,2588401799
2338385342,2056673908,2033744254,2721538772
2447676641,2134010860,3262422408,2792578844
2154804821,2034636043,2175100968,2711845328
2433583384,2190237164,2192856801,2837912572
2282903537,2243707034,1987809321,2629898125
2329146006,2136014254,2084217867,2748911980
2261299253,1947684377,2165546031,2869223547
1936297843,1993639709,1951535464,2696335807
2095344659,2106235120,2110863189,2859125011
2167501109,2133110214,2154574016,2686085242
2046777420,2071686411,2136477591,2673870692
1992025910,2090239809,2039699710,2652350483
2359370402,2207726149,2059493331,2599903156
2327078100,2175617050,2076811425,2780386271
2190643112,2071392332,2125093264,2771726009
2261480358,2162383389,2087811500,2809598489
3363384626,2498384013,2275562571,2645264169
2354754755,2035998082,2134995660,2892073912
2332856702,2239891865,2158459458,2774515677
2222382597,2100018738,2140066141,2803869884
2324131236,2120686614,2147967535,2804323585
2156610632,2192093832,2209967607,2730098867
2081844720,1778160226,1873849853,2568359165
2433979981,2063028838,2133204639,2755523254
2639655235,2412102311,2379302018,3296432254
2884532659,3086144447,2732234595,3343308824
3199683447,2668088650,2293503303,2972713437
2702865425,2396504936,2284193837,2718038222
2682052842,2235713067,2235340831,2852746655
2499199330,2212190936,2263409327,2606773147
2633183618,2226527509,2232376820,2638629095
2495134911,2108160885,2207750803,2421632582
2645107430,2069133223,2170656059,2481206963
2581030774,2221667385,2000744009,2564754734
2584339509,2087738373,2187461615,2469365020
2715668550,2048768639,2142303811,2617583044
2691151481,2135746882,2165267688,2460147620
2690154762,2145474931,2141040342,2585469453
2738040306,2260102915,2177779341,2679522818
2759391654,2217175697,2134395098,2565104915
2680116134,2139176251,2225522423,2378192496
2625839677,2026625148,2070864114,2497246213
2585247564,2215568096,2123479861,2385075144
2715796026,2170271813,2224326965,2518612028
2727722011,2201062436,2158832180,2535869875
2661257149,2217240092,2091983448,2558671712
2598265930,2174960963,2138220477,2538462489
2697001670,2206760404,2204567683,2663802960
2524300453,2258984907,2184531581,2477120665
2580599954,2088183747,2093609000,2909771216
2486063678,2156405819,2230982132,2928561354
2616174105,2273708809,2344416663,2882384039
2417178174,2348180540,2333620209,2748532112
2236690354,1931537255,2047857335,2588213328